,geocode_query,lat,lon
3682,"Алматы, мкр Каргалы, Кенесары хана 54/38",,
3683,"Астана, ул. Туркестан 16/3",51.1059851,71.4245692
3684,"Алматы, мкр Нуркент 51",,
3685,"Алматы, мкр №1 25",,
3686,"Астана, Бейбитшилик 77",51.1879419,71.4141089
3687,"Астана, Суворова 12",51.1961728,71.3881371
3688,"Алматы, мкр Каргалы, Редько 6",,
3689,"Астана, Анет баба 4",51.1328909,71.3841409
3690,"Алматы, мкр Алгабас, Шамшырақ",,
3691,"Астана, С 902",51.1774631,71.3850933
3692,"Алматы, Симферопольская 1/2",43.2168347,76.8782978
3693,"Алматы, Темирязова 78",,
3694,"Алматы, мкр Шугыла, Алтын орда 6",,
3695,"Астана, мкр Шубар, Н. Хлудова 1",,
3696,"Астана, Бухар жырау 33/1",51.0993827,71.4321172
3697,"Алматы, мкр Шугыла, Жунисова 2/13 к7",,
3698,"Алматы, Аскарова 8",43.1790506,76.8681227
3699,"Астана, Б. Момышулы 15/2",,
3700,"Алматы, Розыбакиева 125 125/1",,
3701,"Астана, Кордай 77",51.1317046,71.5041822
3702,"Астана, Хусейн бен Талал 37",51.0816855,71.4050528
3703,"Астана, Е15 3",3.2440483,101.4260439
3704,"Алматы, Клочкова 158",43.229961,76.9037758
3705,"Астана, Сарыарка 41",51.1995914,71.3210749
3706,"Шымкент, мкр Карасу 3",,
3707,"Алматы, Шашкина 13",43.2223623,76.9322684
3708,"Алматы, Макатаева 129/1",43.2638469,76.9252522
3709,"Алматы, Мирас 53–64",43.1851146,76.8760053
3710,"Астана, Мангилик Ел 62/4",51.0840053,71.4245369
3711,"Астана, Просп. Туран 39/2",51.1030123,71.3959146
3712,"Алматы, мкр Казахфильм, Алматинская 38",,
3713,"Астана, Кайыма Мухамедханова 8",51.1399096,71.3844946
3714,"Алматы, мкр Кулагер 1",,
3715,"Алматы, Утеген батыра 11г",43.4162574,77.017482
3716,"Алматы, мкр Кокжиек, Көкжиек ш/а. 48",,
3717,"Шымкент, просп. Нурсултана Назарбаева",42.3664756,69.6236919
3718,"Астана, проспект Абылай хана 12/1",51.1579528,71.4755065
3719,"Астана, Е16 15",,
3720,"Алматы, мкр Юбилейный, ПК Горный Гигант 14",,
3721,"Алматы, мкр Алгабас, ул. Омарова",,
3722,"Астана, мкр Комсомольский, Аль Фараби 5",,
3723,"Астана, мкр Пригородный, Аль-Фараби проспект 7/2",,
3724,"Астана, Ракымжан Кошкарбаев 54а",,
3725,"Шымкент, 8-й микрорайон, 8-й микрорайон 64",,
3726,"Алматы, мкр Рахат, Култобе 24/1",,
3727,"Алматы, мкр Казахфильм 24",,
3728,"Астана, Шамши Калдаякова 34",50.3056077,57.1495706
3729,"Алматы, мкр Орбита-4 30",,
3730,"Алматы, мкр Акбулак, Чуланова 145",,
3731,"Шымкент, Темирлановское шоссе",,
3732,"Алматы, Микрорайон Жулдыз-2 30А",43.3596803,76.9932012
3733,"Алматы, мкр Тастак-3",,
3734,"Астана, ул. Толе Би 22",51.2560062,51.4394543
3735,"Астана, Туран 44Б",51.1135204,71.4022539
3736,"Астана, Чингиз Айтматов 77/2",,
3737,"Астана, Казыбек би 7/1",51.1191578,71.3898183
3738,"Астана, Сарайшык 36",51.1324816,71.4347011
3739,"Шымкент, мкр Туран 9/11",,
3740,"Астана, Достык 5",51.1279302,71.4223487
3741,"Астана, Район Нұра, пересечение проспекта Ұлы Дала и улицы Ш.Айтматова",,
3742,"Астана, ул. Чингиза Айтматова 29А",51.1300818,71.3600992
3743,"Астана, ул. Казыбек Би 41/1",51.0971403,71.3824795
3744,"Алматы, мкр Кокжиек, Жолымбет 65",,
3745,"Алматы, Казыбек би",43.2581926,76.9582858
3746,"Алматы, мкр Шугыла, Строительная 340/39к5",,
3747,"Астана, Толе би 50",51.1327302,71.3990924
3748,"Астана, Е 181 1",51.0854394,71.4663951
3749,"Алматы, Райымбек 590/16",43.19762,76.750183
3750,"Астана, Улица А 52 6/1",51.1089195,71.5104632
3751,"Шымкент, мкр Нурсат 133",,
3752,"Алматы, Джамбула",43.3056123,76.9331811
3753,"Астана, Бокейхана 25А",51.086851,71.429465
3754,"Астана, Жошы хана 12/3",51.0988212,71.4378488
3755,"Алматы, мкр Орбита-3 5",,
3756,"Шымкент, ул. Гани Иляева 4В",42.3093025,69.647964
3757,"Астана, Е 496 7",51.0745931,71.4246513
3758,"Астана, мкр Шубар, Кабанбай-батыра 4/2",,
3759,"Астана, Сарайшык",51.1127271,71.5658681
3760,"Алматы, мкр Орбита-1 24",,
3761,"Астана, Калибек Куанышбаев, 11/2",,
3762,"Алматы, Самгау",43.2679259,76.8589751
3763,"Алматы, ул. Акселеу Сейдимбека 100/9к2",,
3764,"Астана, Айтматова 40/1",51.1420319,71.3679685
3765,"Алматы, Желтоксан 129",43.2486899,76.940205
3766,"Алматы, мкр Таугуль-1, Навои 39",,
3767,"Астана, Кенесары 4",51.1629984,71.4632223
3768,"Алматы, Ораза Жандасова 94А",,
3769,"Алматы, Ауэзова H2",43.2461633,76.9031052
3770,"Астана, мкр Комсомольский, Туран стр. 22",,
3771,"Алматы, мкр №10 17",,
3772,"Алматы, мкр 20-й, Басаркобыз",,
3773,"Астана, Адольфа Янушкевича 10",51.1625738,71.466775
3774,"Астана, Рыскулова",51.0822544,71.4307937
3775,"Алматы, мкр Акбулак, Дарабоз 1-93",,
3776,"Алматы, мкр Дарабоз 57",,
3777,"Алматы, ул. Утеген батыра 90",43.2397764,76.8597271
3778,"Астана, Алихан Бокейхан",,
3779,"Астана, Ыкылас Дукенулы 31/5",,
3780,"Астана, Караменде би Шакаулы 7",51.1739441,71.3694564
3781,"Астана, Е 796 1",51.1384771,71.3882857
3782,"Астана, ул. Маяковского 7",51.1468069,71.5666036
3783,"Алматы, мкр Акбулак, 1-я улица 93",,
3784,"Алматы, мкр Шугыла, Райымбека 590/9",,
3785,"Алматы, мкр Зердели 1/64",,
3786,"Алматы, мкр Самгау, Жайлы",,
3787,"Астана, М. Габдуллина 19",,
3788,"Астана, ул. Куйши Дины 31",,
3789,"Шымкент, мкр Акжайык, Байдибек би 115/10",,
3790,"Алматы, ул. Алишера Навои 7",,
3791,"Астана, Тлендиева 15/2",51.1799661,71.3735225
3792,"Алматы, мкр Курылысшы 44",,
3793,"Алматы, Митина",43.2192391,76.968214
3794,"Алматы, Бокина 3/1",43.982911,77.4643387
3795,"Астана, улица Турара Рыскулова 16/4",,
3796,"Алматы, Абылайхана",43.3884308,76.7533712
3797,"Астана, Тесик Тас 1",,
3798,"Астана, Циолковского 1/1",51.1659264,71.4690638
3799,"Алматы, Ауэзова улица",43.3239286,76.886082
3800,"Астана, Жирентаева 13",51.1519608,71.4734102
3801,"Астана, Чингиз Айтматов 63",,
3802,"Астана, Рыскулбекова 27/1",51.1588465,71.499869
3803,"Астана, ул. Казыбек Би 7А",51.2437138,71.2596148
3804,"Алматы, Райымбека 348",43.25149,76.8604842
3805,"Астана, туран 67",51.1030123,71.3959146
3806,"Алматы, Мынбаева 68",43.236682,76.8964712
3807,"Алматы, 2-й квартал 47А",,
3808,"Алматы, Утепова 31, Блок-14",,
3809,"Алматы, ул. Ораза Жандосова 94Аблок43",,
3810,"Алматы, мкр Шугыла, Жунисова 4/18",,
3811,"Алматы, Наурызбай батыра 50",43.2607208,76.9357995
3812,"Алматы, Жибек жолы 192",43.4028113,77.0263445
3813,"Алматы, Федосеева 38В",43.3167413,76.9751198
3814,"Алматы, мкр Улжан-1, Жалайыр",,
3815,"Алматы, Маркова 61",43.2262611,76.9349009
3816,"Алматы, мкр Акжар 4",,
3817,"Алматы, мкр Шугыла, Абая строительная 340/39 к7",,
3818,"Алматы, мкр №10 А 20",,
3819,"Алматы, ул. Айтжана Туркебаева 63",,
3820,"Алматы, Толе би 273/11",43.2485843,76.8656574
3821,"Алматы, мкр Шугыла 11",,
3822,"Алматы, мкр Айнабулак-1",,
3823,"Астана, Аль-Фараби 11/1",51.0976143,71.4485118
3824,"Астана, Кенесары 9",51.1633498,71.4060284
3825,"Астана, Аль-Фараби 15/1",51.0954037,71.4475652
3826,"Астана, ул. Санжара Асфендиярова 6",51.1340397,71.3776964
3827,"Алматы, Мкр. Кулагер",,
3828,"Алматы, Микрорайон Кайрат 303/4/3",,
3829,"Алматы, мкр №10, Ораза Жандосова 59/1",,
3830,"Шымкент, ул. Байдибек би 113/1",,
3831,"Шымкент, мкр Нуртас 1",,
3832,"Астана, А 52 6",51.1282205,71.4306682
3833,"Алматы, мкр Самгау, Ырысты 46/7",,
3834,"Алматы, мкр Рахат, Мкр.Рахат, ул.Культобе уч.№1, уч№24",,
3835,"Алматы, Тургут Озала 261 стр",,
3836,"Алматы, мкр Айнабулак-4 177",,
3837,"Алматы, ул. Мукагали Макатаева 5А",43.2656927,76.9651697
3838,"Алматы, Кармысова 84/2",43.2532555,76.9617743
3839,"Алматы, мкр №6 22",,
3840,"Алматы, Муратбаева 38",43.2646622,76.9173531
3841,"Алматы, мкр Жулдыз-2 14 А",,
3842,"Астана, Иманова 35",51.1634764,71.4345554
3843,"Алматы, мкр Акбулак, Дарабоз 23",,
3844,"Алматы, мкр Аксай-2 58",,
3845,"Алматы, Шевченко 164Г",43.2425951,76.9051714
3846,"Астана, мкр Комсомольский, Нарикбаева 22",,
3847,"Астана, Нажимиденова",,
3848,"Алматы, Толе би 273/4",43.2491715,76.8668116
3849,"Астана, ул. Жошы хана 12/3",51.1079256,71.4443257
3850,"Шымкент, Куаныша Толеметова 50/19",,
3851,"Астана, ул. Чингиза Айтматова 38",51.1400262,71.36577
3852,"Астана, Нажимеденова 19",51.1131671,71.5163498
3853,"Алматы, мкр Алмагуль, Серкебаева 5",,
3854,"Астана, Сокпакбаева 1",51.1748241,71.3893948
3855,"Алматы, Серкебаева",43.2253033,76.8976019
3856,"Алматы, Аль-Фараби 1а",43.2299476,76.9632652
3857,"Алматы, Толе би 273/5",43.2481893,76.8655022
3858,"Алматы, Мкр. Шугыла",,
3859,"Алматы, Нусипбекова 23/14",,
3860,"Астана, Кошкарбаев 50",,
3861,"Астана, Е-876",51.1160425,71.4002384
3862,"Алматы, Мкр. Нуркент",,
3863,"Шымкент, мкр Нуртас, Мкрн. Нуртас, ул. Акбота",,
3864,"Алматы, мкр Коккайнар, 20-й микрорайон 46 к19",,
3865,"Алматы, мкр Акбулак, Дарабоз 65",,
3866,"Алматы, мкр Горный Гигант, Жамакаева 256а",,
3867,"Алматы, мкр №6 1",,
3868,"Астана, Е 15 15/1",51.1259347,71.3806653
3869,"Алматы, Гоголя 13",43.2612751,76.9622165
3870,"Астана, Мангилик Ел 63",51.0808209,71.4207891
3871,"Астана, Пр.Ш.Кудайбердыулы 24",,
3872,"Алматы, Егизбаева 12а",43.2321249,76.8836582
3873,"Астана, Нажмеденова 34/2",,
3874,"Астана, Чингиз Айтматов 60",,
3875,"Астана, Рускулбекова 27/1",,
3876,"Алматы, Розыбакиева 118",43.600676,78.2633001
3877,"Астана, ул. Алихана Бокейхана 27/3блок1",,
3878,"Алматы, Достоевского 8",43.2946355,76.941866
3879,"Алматы, Суюнбая",43.3203294,76.95789
3880,"Астана, Кудайбердыулы 36/2",51.1566816,71.4974103
3881,"Астана, Ахмет Байтурсынулы 6",50.2669848,57.1892716
3882,"Алматы, мкр Алгабас, 20-й микрорайон 21",,
3883,"Алматы, Жандосова 144/1",43.2141563,76.8730422
3884,"Астана, Рыскулова 16/3",51.0805641,71.4292786
3885,"Алматы, мкр Саялы 81",,
3886,"Алматы, Райымбека 210/5",43.1894256,77.0163427
3887,"Астана, ул. А-105 20",51.1293122,71.5559148
3888,"Алматы, мкр Айнабулак-2, Айнабұлақ-2 ш/а. 32-2",,
3889,"Астана, Рыскулбекова 31/1",51.1606092,71.4999311
3890,"Астана, Алихан Бөкейхан 21/4",,
3891,"Алматы, Мкр. Самал-2 53",,
3892,"Алматы, мкр №5",,
3893,"Астана, Калдаякова 61",51.1156164,71.4777635
3894,"Алматы, мкр Жас Канат, Баймаганбетова",,
3895,"Астана, Алихан Бокейхан 15/1",,
3896,"Астана, Сарайшык 7",51.1351278,71.4273403
